;;;;CONTRATOS POR MUNICIPIOS DESGLOSADO POR SEXO, TIPO DE CONTRATO Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
202403;Marzo de 2024;9;Cataluña;25;Lleida;25086;Esterri d'Àneu;7;<5;<5;0;0;<5;0;0;0;<5;5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25087;Esterri de Cardós;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25088;Estamariu;<5;0;0;0;0;<5;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25089;Farrera;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25092;Floresta, La;<5;<5;0;0;0;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25093;Fondarella;20;10;0;<5;5;<5;0;<5;5;5;9
202403;Marzo de 2024;9;Cataluña;25;Lleida;25094;Foradada;<5;<5;0;0;<5;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25096;Fuliola, La;12;<5;<5;0;9;0;0;<5;6;<5;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25097;Fulleda;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25098;Gavet de la Conca;<5;<5;0;0;0;<5;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25099;Golmés;37;14;6;<5;7;5;<5;<5;9;<5;23
202403;Marzo de 2024;9;Cataluña;25;Lleida;25100;Gósol;<5;<5;0;0;0;0;<5;0;<5;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25101;Granadella, La;6;<5;<5;0;<5;<5;0;0;<5;0;5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25102;Granja d'Escarp, La;27;12;11;<5;0;<5;0;25;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25103;Granyanella;11;<5;8;0;0;<5;0;0;5;0;6
202403;Marzo de 2024;9;Cataluña;25;Lleida;25104;Granyena de Segarra;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25105;Granyena de les Garrigues;<5;<5;0;0;0;0;0;<5;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25109;Guimerà;<5;<5;0;0;0;0;0;0;0;<5;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25110;Guissona;142;33;61;<5;15;30;<5;0;61;<5;78
202403;Marzo de 2024;9;Cataluña;25;Lleida;25111;Guixers;6;<5;<5;<5;<5;0;0;0;5;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25112;Ivars de Noguera;<5;<5;0;0;0;0;0;<5;0;<5;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25113;Ivars d'Urgell;8;5;<5;0;<5;0;<5;<5;<5;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25114;Ivorra;<5;0;0;0;<5;0;0;0;0;<5;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25115;Isona i Conca Dellà;9;<5;<5;0;<5;<5;0;<5;0;0;5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25118;Juncosa;<5;<5;<5;0;0;<5;0;<5;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25119;Juneda;57;10;11;<5;12;19;<5;11;10;<5;35
202403;Marzo de 2024;9;Cataluña;25;Lleida;25120;Lleida;3556;969;794;39;689;1012;53;338;285;164;2769
202403;Marzo de 2024;9;Cataluña;25;Lleida;25121;Les;7;<5;0;0;<5;<5;<5;0;0;<5;6
202403;Marzo de 2024;9;Cataluña;25;Lleida;25122;Linyola;22;7;<5;<5;<5;<5;<5;<5;<5;7;8
202403;Marzo de 2024;9;Cataluña;25;Lleida;25123;Lladorre;<5;0;<5;0;0;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25124;Lladurs;<5;<5;0;0;<5;0;0;<5;<5;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25125;Llardecans;7;<5;0;0;<5;<5;0;0;0;<5;6
202403;Marzo de 2024;9;Cataluña;25;Lleida;25126;Llavorsí;35;19;<5;0;11;<5;0;<5;<5;0;33
202403;Marzo de 2024;9;Cataluña;25;Lleida;25127;Lles de Cerdanya;8;<5;<5;0;<5;<5;0;0;<5;<5;6
202403;Marzo de 2024;9;Cataluña;25;Lleida;25128;Llimiana;<5;<5;<5;0;0;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25129;Llobera;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25130;Maldà;<5;0;0;0;0;<5;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25131;Massalcoreig;<5;<5;0;0;0;0;0;<5;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25132;Massoteres;<5;<5;0;0;0;0;<5;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25133;Maials;9;<5;<5;0;<5;<5;0;<5;<5;<5;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25134;Menàrguens;6;5;0;0;<5;0;0;<5;<5;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25135;Miralcamp;53;10;21;<5;5;16;0;<5;26;<5;19
202403;Marzo de 2024;9;Cataluña;25;Lleida;25136;Molsosa, La;<5;0;0;0;<5;0;0;0;<5;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25137;Mollerussa;285;94;86;<5;60;43;<5;0;103;<5;178
202403;Marzo de 2024;9;Cataluña;25;Lleida;25138;Montgai;<5;0;<5;<5;<5;0;0;<5;<5;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25139;Montellà i Martinet;<5;<5;<5;0;0;<5;0;0;0;<5;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25140;Montferrer i Castellbò;30;8;13;0;6;<5;0;<5;<5;<5;24
202403;Marzo de 2024;9;Cataluña;25;Lleida;25141;Montoliu de Segarra;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25142;Montoliu de Lleida;15;8;<5;<5;<5;<5;0;7;5;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25143;Montornès de Segarra;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25145;Nalec;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25146;Navès;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25148;Odèn;<5;0;0;<5;<5;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25149;Oliana;19;5;<5;0;<5;6;<5;<5;<5;0;13
202403;Marzo de 2024;9;Cataluña;25;Lleida;25150;Oliola;<5;<5;0;0;0;0;0;<5;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25151;Olius;12;7;<5;0;0;<5;0;0;<5;<5;6
202403;Marzo de 2024;9;Cataluña;25;Lleida;25152;Oluges, Les;<5;0;0;0;<5;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25153;Omellons, Els;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25154;Omells de na Gaia, Els;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25155;Organyà;14;8;<5;0;<5;<5;0;0;<5;5;6
202403;Marzo de 2024;9;Cataluña;25;Lleida;25156;Os de Balaguer;18;6;<5;0;<5;8;0;<5;0;<5;14
202403;Marzo de 2024;9;Cataluña;25;Lleida;25157;Ossó de Sió;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25158;Palau d'Anglesola, El;26;17;<5;0;<5;5;0;10;<5;6;8
202403;Marzo de 2024;9;Cataluña;25;Lleida;25161;Conca de Dalt;<5;<5;0;0;0;0;0;<5;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25163;Coma i la Pedra, La;8;5;<5;0;<5;0;0;0;0;0;8
202403;Marzo de 2024;9;Cataluña;25;Lleida;25164;Penelles;<5;0;0;0;<5;<5;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25165;Peramola;<5;<5;0;0;<5;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25166;Pinell de Solsonès;<5;<5;<5;0;0;0;0;<5;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25167;Pinós;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25168;Poal, El;<5;0;0;<5;0;<5;0;<5;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25169;Pobla de Cérvoles, La;<5;0;0;0;<5;0;0;0;<5;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25170;Bellaguarda;<5;<5;0;0;<5;<5;0;<5;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25171;Pobla de Segur, La;44;<5;7;<5;11;16;<5;0;11;<5;31
202403;Marzo de 2024;9;Cataluña;25;Lleida;25172;Ponts;41;16;5;0;17;<5;0;0;0;0;41
202403;Marzo de 2024;9;Cataluña;25;Lleida;25173;Pont de Suert, El;44;12;9;0;7;16;0;0;0;10;34
202403;Marzo de 2024;9;Cataluña;25;Lleida;25174;Portella, La;30;13;0;0;14;<5;0;6;<5;0;23
202403;Marzo de 2024;9;Cataluña;25;Lleida;25175;Prats i Sansor;<5;0;<5;0;0;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25176;Preixana;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25177;Preixens;<5;<5;0;0;0;<5;0;<5;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25179;Prullans;10;<5;<5;0;<5;<5;0;0;0;0;10
202403;Marzo de 2024;9;Cataluña;25;Lleida;25180;Puiggròs;19;9;10;0;0;0;0;17;0;<5;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25181;Puigverd d'Agramunt;<5;0;0;0;<5;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25182;Puigverd de Lleida;15;7;<5;0;0;5;0;<5;5;0;8
202403;Marzo de 2024;9;Cataluña;25;Lleida;25183;Rialp;17;<5;7;0;<5;<5;<5;0;0;0;17
202403;Marzo de 2024;9;Cataluña;25;Lleida;25185;Ribera d'Urgellet;10;5;<5;0;<5;<5;<5;<5;0;0;9
202403;Marzo de 2024;9;Cataluña;25;Lleida;25186;Riner;<5;<5;0;0;<5;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25189;Rosselló;33;17;5;<5;6;<5;0;<5;8;5;19
202403;Marzo de 2024;9;Cataluña;25;Lleida;25190;Salàs de Pallars;9;<5;<5;0;<5;<5;0;0;0;<5;8
202403;Marzo de 2024;9;Cataluña;25;Lleida;25191;Sanaüja;12;10;0;0;<5;0;0;7;0;0;5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25192;Sant Guim de Freixenet;8;<5;0;0;<5;<5;0;<5;5;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25193;Sant Llorenç de Morunys;7;0;0;0;6;<5;0;0;0;0;7
202403;Marzo de 2024;9;Cataluña;25;Lleida;25194;Sant Ramon;<5;0;<5;0;<5;0;0;0;<5;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25196;Sant Esteve de la Sarga;<5;<5;0;0;0;0;0;<5;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25197;Sant Guim de la Plana;<5;0;<5;0;0;0;0;<5;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25200;Sarroca de Lleida;<5;<5;0;0;0;0;0;<5;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25201;Sarroca de Bellera;<5;<5;0;0;0;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25202;Senterada;<5;0;<5;0;<5;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25203;Seu d'Urgell, La;199;33;65;<5;48;46;<5;<5;16;13;169
202403;Marzo de 2024;9;Cataluña;25;Lleida;25204;Seròs;108;79;7;0;18;<5;0;96;<5;<5;10
202403;Marzo de 2024;9;Cataluña;25;Lleida;25205;Sidamon;10;<5;<5;0;<5;<5;0;<5;<5;0;6
202403;Marzo de 2024;9;Cataluña;25;Lleida;25206;Soleràs, El;<5;0;<5;0;0;0;0;<5;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25207;Solsona;103;18;29;<5;26;28;0;<5;27;<5;69
202403;Marzo de 2024;9;Cataluña;25;Lleida;25208;Soriguera;5;<5;<5;0;<5;<5;0;0;<5;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25209;Sort;58;23;14;0;8;12;<5;<5;8;<5;47
202403;Marzo de 2024;9;Cataluña;25;Lleida;25210;Soses;130;49;62;0;9;10;0;95;7;15;13
202403;Marzo de 2024;9;Cataluña;25;Lleida;25211;Sudanell;28;14;<5;0;<5;6;<5;<5;5;0;19
202403;Marzo de 2024;9;Cataluña;25;Lleida;25212;Sunyer;<5;<5;0;0;0;0;0;<5;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25215;Talarn;<5;0;0;0;<5;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25216;Talavera;<5;<5;0;0;0;0;0;<5;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25217;Tàrrega;422;133;130;10;98;42;9;68;90;18;246
202403;Marzo de 2024;9;Cataluña;25;Lleida;25218;Tarrés;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25219;Tarroja de Segarra;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25220;Térmens;21;7;<5;<5;<5;6;<5;5;<5;<5;10
202403;Marzo de 2024;9;Cataluña;25;Lleida;25221;Tírvia;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25222;Tiurana;<5;0;0;0;<5;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25223;Torà;15;5;<5;0;<5;<5;<5;<5;0;0;14
202403;Marzo de 2024;9;Cataluña;25;Lleida;25224;Torms, Els;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25225;Tornabous;24;6;14;0;0;<5;0;21;<5;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25226;Torrebesses;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25227;Torre de Cabdella, La;<5;0;0;0;<5;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25228;Torrefarrera;121;50;35;<5;22;12;<5;8;9;9;95
202403;Marzo de 2024;9;Cataluña;25;Lleida;25230;Torregrossa;105;9;77;0;5;14;0;6;83;<5;15
202403;Marzo de 2024;9;Cataluña;25;Lleida;25231;Torrelameu;8;7;<5;0;0;0;0;<5;0;0;5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25232;Torres de Segre;105;54;6;0;33;11;<5;72;<5;<5;29
202403;Marzo de 2024;9;Cataluña;25;Lleida;25233;Torre-serona;17;10;<5;0;<5;<5;0;0;<5;<5;14
202403;Marzo de 2024;9;Cataluña;25;Lleida;25234;Tremp;77;28;13;<5;17;16;<5;<5;0;12;61
202403;Marzo de 2024;9;Cataluña;25;Lleida;25238;Vallbona de les Monges;10;0;<5;0;<5;5;0;<5;0;0;9
202403;Marzo de 2024;9;Cataluña;25;Lleida;25239;Valls de Valira, Les;5;<5;<5;<5;0;<5;0;0;0;0;5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25240;Vallfogona de Balaguer;43;18;11;<5;<5;8;<5;12;5;<5;25
202403;Marzo de 2024;9;Cataluña;25;Lleida;25242;Verdú;16;<5;<5;0;5;<5;<5;<5;0;0;12
202403;Marzo de 2024;9;Cataluña;25;Lleida;25243;Vielha e Mijaran;152;36;32;5;33;42;<5;0;<5;21;128
202403;Marzo de 2024;9;Cataluña;25;Lleida;25244;Vilagrassa;8;<5;<5;0;<5;<5;<5;0;0;0;8
202403;Marzo de 2024;9;Cataluña;25;Lleida;25245;Vilaller;<5;0;<5;0;0;<5;0;<5;<5;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25247;Vilamòs;<5;<5;0;0;0;0;0;0;0;<5;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25248;Vilanova de Bellpuig;22;8;<5;0;5;8;0;8;<5;0;12
202403;Marzo de 2024;9;Cataluña;25;Lleida;25249;Vilanova de l'Aguda;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25250;Vilanova de Meià;<5;<5;0;0;<5;0;<5;<5;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25251;Vilanova de Segrià;9;5;<5;0;<5;0;<5;0;0;0;9
202403;Marzo de 2024;9;Cataluña;25;Lleida;25252;Vila-sana;19;7;<5;<5;6;<5;0;<5;<5;0;16
202403;Marzo de 2024;9;Cataluña;25;Lleida;25253;Vilosell, El;<5;0;<5;0;<5;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25254;Vilanova de la Barca;11;6;<5;0;<5;<5;0;<5;0;<5;6
202403;Marzo de 2024;9;Cataluña;25;Lleida;25255;Vinaixa;<5;<5;0;0;0;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25901;Vall de Cardós;5;<5;<5;0;<5;<5;0;0;0;<5;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25902;Sant Martí de Riucorb;<5;<5;0;0;0;0;0;<5;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25903;Guingueta d'Àneu, La;8;0;<5;0;<5;<5;0;0;0;0;8
202403;Marzo de 2024;9;Cataluña;25;Lleida;25904;Castell de Mur;10;<5;0;0;<5;<5;0;0;0;0;10
202403;Marzo de 2024;9;Cataluña;25;Lleida;25905;Ribera d'Ondara;<5;<5;0;0;<5;<5;0;0;<5;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25906;Valls d'Aguilar, Les;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25907;Torrefeta i Florejacs;<5;0;<5;0;0;<5;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25908;Fígols i Alinyà;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25909;Vansa i Fórnols, La;<5;<5;0;0;<5;0;0;<5;0;0;<5
202403;Marzo de 2024;9;Cataluña;25;Lleida;25910;Josa i Tuixén;9;<5;7;0;<5;0;0;0;0;<5;8
202403;Marzo de 2024;9;Cataluña;25;Lleida;25911;Plans de Sió, Els;<5;<5;0;0;0;0;0;<5;0;0;0
202403;Marzo de 2024;9;Cataluña;25;Lleida;25912;Gimenells i el Pla de la Font;15;9;0;0;<5;<5;0;7;0;<5;7
202403;Marzo de 2024;9;Cataluña;25;Lleida;25913;Riu de Cerdanya;<5;<5;0;0;0;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43001;Aiguamúrcia;79;15;36;0;11;14;<5;<5;32;7;36
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43002;Albinyana;9;<5;0;<5;<5;<5;0;0;0;<5;5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43003;Albiol, L';7;<5;<5;0;<5;0;0;<5;0;0;6
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43004;Alcanar;154;49;18;5;46;34;<5;54;0;6;94
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43005;Alcover;103;22;24;<5;16;37;<5;<5;64;<5;37
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43006;Aldover;20;<5;14;<5;<5;0;0;<5;<5;14;<5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43007;Aleixar, L';8;<5;<5;0;<5;<5;0;0;0;<5;7
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43008;Alfara de Carles;<5;0;0;0;0;<5;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43009;Alforja;11;<5;<5;0;<5;5;0;0;<5;0;10
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43010;Alió;<5;<5;0;0;0;0;0;0;<5;0;<5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43011;Almoster;<5;0;<5;0;0;0;<5;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43012;Altafulla;104;20;19;<5;38;25;<5;0;0;<5;103
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43013;Ametlla de Mar, L';181;61;30;<5;50;37;<5;20;<5;16;144
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43014;Amposta;573;147;138;7;133;135;13;53;88;27;405
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43015;Arbolí;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43016;Arboç, L';111;22;48;<5;12;26;<5;0;51;<5;59
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43017;Argentera, L';<5;<5;0;0;0;0;0;0;0;0;<5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43018;Arnes;12;<5;<5;0;6;<5;0;0;0;<5;11
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43019;Ascó;38;9;11;5;<5;11;0;0;10;0;28
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43020;Banyeres del Penedès;41;6;16;<5;9;8;<5;<5;20;5;15
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43021;Barberà de la Conca;5;<5;<5;0;0;<5;0;<5;<5;0;<5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43022;Batea;22;7;<5;<5;6;7;0;7;<5;<5;10
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43023;Bellmunt del Priorat;<5;<5;0;0;<5;0;0;<5;<5;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43024;Bellvei;56;25;6;<5;17;7;0;0;13;0;43
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43025;Benifallet;21;5;9;0;<5;<5;0;11;0;0;10
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43026;Benissanet;8;<5;<5;0;<5;<5;0;<5;0;0;7
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43027;Bisbal de Falset, La;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43028;Bisbal del Penedès, La;138;19;59;<5;<5;52;<5;0;11;<5;125
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43029;Blancafort;<5;<5;<5;0;<5;0;0;0;0;<5;<5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43030;Bonastre;<5;<5;0;0;0;0;0;<5;0;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43031;Borges del Camp, Les;12;0;5;0;<5;5;0;0;<5;<5;8
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43032;Bot;<5;<5;0;0;<5;0;0;<5;<5;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43033;Botarell;13;<5;7;0;0;<5;<5;0;7;<5;5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43034;Bràfim;7;<5;<5;0;<5;<5;0;0;0;<5;6
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43035;Cabacés;<5;<5;0;0;0;0;0;<5;0;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43036;Cabra del Camp;<5;<5;0;0;0;0;0;<5;0;0;<5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43037;Calafell;414;123;63;9;129;85;5;<5;10;35;368
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43038;Cambrils;750;274;80;<5;272;115;5;12;12;42;684
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43039;Capafonts;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43040;Capçanes;8;<5;5;0;<5;0;0;0;6;0;<5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43041;Caseres;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43042;Castellvell del Camp;<5;<5;0;0;0;<5;<5;0;<5;0;<5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43043;Catllar, El;22;7;<5;<5;<5;9;0;<5;<5;<5;16
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43044;Sénia, La;57;17;16;<5;9;11;<5;5;21;<5;27
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43045;Colldejou;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43046;Conesa;<5;<5;0;0;0;0;0;0;<5;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43047;Constantí;260;79;91;13;39;33;5;0;28;22;210
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43048;Corbera d'Ebre;7;<5;<5;0;<5;0;0;<5;0;0;<5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43049;Cornudella de Montsant;26;9;<5;0;7;6;0;<5;0;0;25
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43050;Creixell;72;26;14;0;19;12;<5;0;0;5;67
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43051;Cunit;110;34;<5;0;36;34;<5;0;<5;11;98
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43052;Xerta;8;<5;0;0;6;0;0;0;<5;<5;5
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43053;Duesaigües;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43054;Espluga de Francolí, L';156;13;36;0;24;82;<5;0;105;<5;50
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43055;Falset;35;6;6;0;8;11;<5;<5;<5;<5;26
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43056;Fatarella, La;10;<5;<5;0;<5;<5;0;<5;<5;0;8
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43057;Febró, La;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43058;Figuera, La;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43059;Figuerola del Camp;8;<5;0;0;<5;<5;0;0;0;0;8
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43060;Flix;42;5;16;<5;<5;15;<5;9;<5;8;23
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43061;Forès;0;0;0;0;0;0;0;0;0;0;0
202403;Marzo de 2024;9;Cataluña;43;Tarragona;43062;Freginals;5;0;0;0;0;<5;<5;0;0;0;5
