;;;;CONTRATOS POR MUNICIPIOS DESGLOSADO POR SEXO, TIPO DE CONTRATO Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
202407;Julio de 2024;7;Castilla y León;47;Valladolid;47227;Villavellid;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;47;Valladolid;47228;Villaverde de Medina;9;<5;<5;0;<5;0;0;8;<5;0;0
202407;Julio de 2024;7;Castilla y León;47;Valladolid;47229;Villavicencio de los Caballeros;<5;<5;<5;0;0;<5;0;0;0;<5;<5
202407;Julio de 2024;7;Castilla y León;47;Valladolid;47230;Wamba;<5;0;0;0;<5;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;47;Valladolid;47231;Zaratán;318;24;162;<5;27;103;<5;0;<5;7;309
202407;Julio de 2024;7;Castilla y León;47;Valladolid;47232;Zarza, La;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49002;Abezames;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49003;Alcañices;21;<5;<5;0;5;10;0;0;<5;0;20
202407;Julio de 2024;7;Castilla y León;49;Zamora;49004;Alcubilla de Nogales;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49005;Alfaraz de Sayago;<5;<5;0;0;0;<5;0;<5;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49006;Algodre;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49007;Almaraz de Duero;6;0;5;0;0;<5;0;0;0;0;6
202407;Julio de 2024;7;Castilla y León;49;Zamora;49008;Almeida de Sayago;12;<5;<5;0;<5;9;0;0;0;0;12
202407;Julio de 2024;7;Castilla y León;49;Zamora;49009;Andavías;7;0;<5;0;0;6;0;0;0;0;7
202407;Julio de 2024;7;Castilla y León;49;Zamora;49010;Arcenillas;9;5;0;0;<5;0;0;0;8;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49011;Arcos de la Polvorosa;<5;<5;0;0;0;0;<5;<5;<5;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49012;Argañín;<5;<5;0;0;0;<5;0;<5;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49013;Argujillo;12;<5;5;0;<5;<5;0;<5;0;0;11
202407;Julio de 2024;7;Castilla y León;49;Zamora;49014;Arquillinos;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49015;Arrabalde;<5;<5;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49016;Aspariegos;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49017;Asturianos;6;<5;0;0;<5;<5;0;0;0;0;6
202407;Julio de 2024;7;Castilla y León;49;Zamora;49018;Ayoó de Vidriales;<5;<5;0;0;0;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49019;Barcial del Barco;<5;0;<5;0;0;<5;0;<5;0;<5;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49020;Belver de los Montes;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49021;Benavente;433;65;157;7;50;150;<5;<5;18;10;401
202407;Julio de 2024;7;Castilla y León;49;Zamora;49022;Benegiles;<5;<5;<5;0;0;<5;0;<5;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49023;Bermillo de Sayago;30;<5;10;0;<5;17;0;0;<5;<5;26
202407;Julio de 2024;7;Castilla y León;49;Zamora;49024;Bóveda de Toro, La;17;5;<5;0;<5;6;0;<5;0;<5;15
202407;Julio de 2024;7;Castilla y León;49;Zamora;49025;Bretó;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49026;Bretocino;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49027;Brime de Sog;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49028;Brime de Urz;5;0;<5;0;<5;<5;0;0;0;0;5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49029;Burganes de Valverde;<5;<5;0;0;0;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49030;Bustillo del Oro;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49031;Cabañas de Sayago;<5;<5;0;0;0;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49032;Calzadilla de Tera;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49033;Camarzana de Tera;29;5;8;0;<5;15;0;<5;<5;0;27
202407;Julio de 2024;7;Castilla y León;49;Zamora;49034;Cañizal;<5;0;<5;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49035;Cañizo;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49036;Carbajales de Alba;5;0;<5;0;<5;<5;0;0;0;0;5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49037;Carbellino;<5;0;<5;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49038;Casaseca de Campeán;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49039;Casaseca de las Chanas;<5;0;<5;0;0;0;0;0;<5;<5;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49040;Castrillo de la Guareña;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49041;Castrogonzalo;102;8;89;<5;<5;<5;0;0;88;0;14
202407;Julio de 2024;7;Castilla y León;49;Zamora;49042;Castronuevo;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49043;Castroverde de Campos;6;0;<5;<5;0;<5;0;0;0;0;6
202407;Julio de 2024;7;Castilla y León;49;Zamora;49044;Cazurra;<5;0;<5;0;0;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49046;Cerecinos de Campos;6;<5;0;0;0;<5;0;<5;<5;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49047;Cerecinos del Carrizal;<5;<5;<5;0;0;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49048;Cernadilla;5;<5;<5;0;0;<5;0;0;<5;<5;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49050;Cobreros;13;6;<5;0;<5;<5;0;0;<5;<5;11
202407;Julio de 2024;7;Castilla y León;49;Zamora;49052;Coomonte;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49053;Coreses;131;16;81;<5;10;22;<5;<5;45;6;77
202407;Julio de 2024;7;Castilla y León;49;Zamora;49054;Corrales del Vino;20;5;5;0;<5;7;0;<5;0;<5;15
202407;Julio de 2024;7;Castilla y León;49;Zamora;49055;Cotanes del Monte;<5;0;<5;0;0;<5;0;<5;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49056;Cubillos;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49057;Cubo de Benavente;6;0;<5;0;0;<5;0;0;0;<5;5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49058;Cubo de Tierra del Vino, El;6;0;<5;0;<5;<5;0;0;0;0;6
202407;Julio de 2024;7;Castilla y León;49;Zamora;49059;Cuelgamures;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49061;Entrala;<5;0;0;0;0;<5;0;0;<5;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49062;Espadañedo;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49063;Faramontanos de Tábara;<5;<5;0;0;0;<5;0;0;<5;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49064;Fariza;6;0;<5;0;0;5;0;0;0;0;6
202407;Julio de 2024;7;Castilla y León;49;Zamora;49065;Fermoselle;19;<5;8;0;<5;6;0;<5;<5;<5;13
202407;Julio de 2024;7;Castilla y León;49;Zamora;49066;Ferreras de Abajo;30;<5;24;0;0;5;0;0;<5;0;29
202407;Julio de 2024;7;Castilla y León;49;Zamora;49067;Ferreras de Arriba;<5;0;<5;0;0;<5;0;0;<5;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49068;Ferreruela;5;0;<5;0;0;<5;0;0;<5;<5;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49069;Figueruela de Arriba;<5;<5;<5;0;0;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49071;Fonfría;<5;<5;0;0;0;<5;<5;0;0;<5;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49075;Fresno de la Polvorosa;<5;<5;<5;0;0;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49076;Fresno de la Ribera;<5;<5;0;0;0;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49077;Fresno de Sayago;<5;0;0;0;<5;0;0;0;<5;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49078;Friera de Valverde;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49079;Fuente Encalada;<5;0;<5;0;0;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49080;Fuentelapeña;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49081;Fuentesaúco;29;<5;12;0;<5;12;0;<5;8;0;20
202407;Julio de 2024;7;Castilla y León;49;Zamora;49082;Fuentes de Ropel;5;0;<5;0;<5;<5;0;0;<5;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49083;Fuentesecas;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49084;Fuentespreadas;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49085;Galende;96;23;20;0;25;26;<5;0;<5;0;95
202407;Julio de 2024;7;Castilla y León;49;Zamora;49086;Gallegos del Pan;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49087;Gallegos del Río;6;0;5;0;0;<5;0;0;0;0;6
202407;Julio de 2024;7;Castilla y León;49;Zamora;49088;Gamones;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49090;Gema;<5;0;0;0;<5;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49091;Granja de Moreruela;6;0;<5;<5;0;<5;<5;<5;<5;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49092;Granucillo;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49093;Guarrate;<5;<5;0;0;<5;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49094;Hermisende;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49095;Hiniesta, La;<5;<5;0;0;0;0;0;0;<5;<5;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49096;Jambrina;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49097;Justel;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49098;Losacino;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49099;Losacio;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49100;Lubián;15;10;<5;0;0;<5;0;6;0;0;9
202407;Julio de 2024;7;Castilla y León;49;Zamora;49101;Luelmo;<5;0;<5;0;<5;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49102;Maderal, El;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49103;Madridanos;<5;<5;<5;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49104;Mahide;5;<5;<5;0;0;<5;0;0;0;0;5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49105;Maire de Castroponce;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49107;Malva;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49108;Manganeses de la Lampreana;8;0;<5;0;<5;<5;0;0;<5;0;7
202407;Julio de 2024;7;Castilla y León;49;Zamora;49109;Manganeses de la Polvorosa;6;5;0;0;<5;0;0;<5;<5;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49110;Manzanal de Arriba;8;0;<5;<5;<5;<5;0;0;0;<5;7
202407;Julio de 2024;7;Castilla y León;49;Zamora;49111;Manzanal del Barco;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49112;Manzanal de los Infantes;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49113;Matilla de Arzón;<5;<5;0;0;0;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49114;Matilla la Seca;<5;<5;0;0;0;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49115;Mayalde;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49116;Melgar de Tera;<5;0;<5;0;0;0;0;0;0;<5;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49117;Micereces de Tera;9;<5;<5;<5;<5;<5;0;<5;0;0;7
202407;Julio de 2024;7;Castilla y León;49;Zamora;49118;Milles de la Polvorosa;5;0;<5;0;0;<5;0;0;0;0;5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49119;Molacillos;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49120;Molezuelas de la Carballeda;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49121;Mombuey;19;5;<5;0;<5;7;0;0;11;0;8
202407;Julio de 2024;7;Castilla y León;49;Zamora;49122;Monfarracinos;12;<5;<5;0;<5;7;0;0;0;<5;10
202407;Julio de 2024;7;Castilla y León;49;Zamora;49123;Montamarta;11;<5;5;0;<5;<5;0;<5;0;0;10
202407;Julio de 2024;7;Castilla y León;49;Zamora;49124;Moral de Sayago;8;0;<5;0;0;<5;0;0;0;0;8
202407;Julio de 2024;7;Castilla y León;49;Zamora;49125;Moraleja del Vino;47;<5;15;0;<5;27;0;<5;14;0;32
202407;Julio de 2024;7;Castilla y León;49;Zamora;49126;Moraleja de Sayago;<5;0;0;0;<5;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49127;Morales del Vino;18;0;6;0;<5;7;<5;0;<5;0;15
202407;Julio de 2024;7;Castilla y León;49;Zamora;49128;Morales de Rey;<5;<5;0;0;<5;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49129;Morales de Toro;15;<5;<5;0;<5;9;0;<5;<5;0;10
202407;Julio de 2024;7;Castilla y León;49;Zamora;49130;Morales de Valverde;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49131;Moralina;<5;0;<5;0;0;<5;0;0;0;<5;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49132;Moreruela de los Infanzones;<5;0;<5;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49133;Moreruela de Tábara;<5;<5;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49134;Muelas de los Caballeros;<5;0;<5;0;0;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49135;Muelas del Pan;16;<5;<5;0;<5;7;0;0;0;<5;15
202407;Julio de 2024;7;Castilla y León;49;Zamora;49136;Muga de Sayago;6;0;<5;0;<5;<5;0;0;0;0;6
202407;Julio de 2024;7;Castilla y León;49;Zamora;49137;Navianos de Valverde;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49138;Olmillos de Castro;<5;0;<5;0;0;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49139;Otero de Bodas;<5;<5;0;0;0;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49141;Pajares de la Lampreana;<5;<5;<5;0;0;0;0;0;<5;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49142;Palacios del Pan;5;0;<5;0;0;<5;0;0;0;0;5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49143;Palacios de Sanabria;<5;<5;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49145;Pedralba de la Pradería;<5;0;0;0;0;<5;0;0;<5;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49146;Pego, El;<5;0;0;0;<5;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49147;Peleagonzalo;6;0;0;0;0;6;0;0;0;0;6
202407;Julio de 2024;7;Castilla y León;49;Zamora;49148;Peleas de Abajo;<5;0;<5;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49149;Peñausende;12;0;<5;0;<5;8;0;<5;0;0;11
202407;Julio de 2024;7;Castilla y León;49;Zamora;49150;Peque;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49151;Perdigón, El;11;<5;<5;0;5;<5;0;<5;0;<5;7
202407;Julio de 2024;7;Castilla y León;49;Zamora;49152;Pereruela;5;0;<5;0;0;<5;0;0;<5;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49153;Perilla de Castro;<5;<5;0;0;0;<5;0;<5;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49154;Pías;<5;<5;0;0;0;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49155;Piedrahita de Castro;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49156;Pinilla de Toro;<5;<5;<5;0;0;0;0;<5;0;<5;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49157;Pino del Oro;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49158;Piñero, El;6;<5;0;0;0;<5;0;<5;0;0;5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49159;Pobladura del Valle;17;<5;<5;0;6;<5;0;0;<5;0;13
202407;Julio de 2024;7;Castilla y León;49;Zamora;49160;Pobladura de Valderaduey;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49162;Porto;<5;0;<5;0;0;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49163;Pozoantiguo;<5;<5;0;0;0;<5;0;0;0;<5;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49164;Pozuelo de Tábara;<5;0;0;0;0;<5;0;<5;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49165;Prado;<5;0;<5;0;0;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49166;Puebla de Sanabria;125;19;28;<5;16;61;0;0;6;<5;118
202407;Julio de 2024;7;Castilla y León;49;Zamora;49167;Pueblica de Valverde;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49168;Quintanilla del Monte;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49169;Quintanilla del Olmo;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49170;Quintanilla de Urz;6;<5;<5;0;0;<5;0;0;0;0;6
202407;Julio de 2024;7;Castilla y León;49;Zamora;49171;Quiruelas de Vidriales;5;<5;0;0;<5;<5;<5;0;<5;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49172;Rabanales;27;<5;15;0;<5;6;<5;<5;<5;0;23
202407;Julio de 2024;7;Castilla y León;49;Zamora;49173;Rábano de Aliste;<5;<5;0;0;<5;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49174;Requejo;<5;<5;0;0;<5;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49175;Revellinos;<5;<5;0;0;<5;0;0;<5;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49176;Riofrío de Aliste;<5;<5;<5;0;0;0;0;0;<5;<5;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49177;Rionegro del Puente;<5;0;<5;0;0;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49178;Roales;298;5;178;<5;<5;108;0;0;273;<5;23
202407;Julio de 2024;7;Castilla y León;49;Zamora;49179;Robleda-Cervantes;8;<5;<5;0;<5;<5;0;<5;0;<5;6
202407;Julio de 2024;7;Castilla y León;49;Zamora;49180;Roelos de Sayago;10;<5;5;0;0;<5;0;0;0;0;10
202407;Julio de 2024;7;Castilla y León;49;Zamora;49181;Rosinos de la Requejada;<5;0;<5;0;0;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49183;Salce;<5;0;<5;0;0;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49184;Samir de los Caños;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49185;San Agustín del Pozo;<5;<5;0;0;0;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49186;San Cebrián de Castro;<5;0;<5;<5;0;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49187;San Cristóbal de Entreviñas;104;7;53;0;0;43;<5;0;96;0;8
202407;Julio de 2024;7;Castilla y León;49;Zamora;49188;San Esteban del Molar;<5;0;<5;0;0;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49189;San Justo;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49190;San Martín de Valderaduey;<5;0;<5;0;0;0;0;<5;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49191;San Miguel de la Ribera;<5;0;<5;0;0;0;0;<5;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49192;San Miguel del Valle;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49193;San Pedro de Ceque;7;5;<5;0;0;0;0;0;0;<5;5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49194;San Pedro de la Nave-Almendra;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49197;Santa Clara de Avedillo;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49199;Santa Colomba de las Monjas;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49200;Santa Cristina de la Polvorosa;137;5;75;<5;0;56;0;<5;126;0;8
202407;Julio de 2024;7;Castilla y León;49;Zamora;49201;Santa Croya de Tera;<5;0;<5;0;0;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49202;Santa Eufemia del Barco;<5;0;<5;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49203;Santa María de la Vega;<5;0;<5;0;<5;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49204;Santa María de Valverde;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49205;Santibáñez de Tera;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49206;Santibáñez de Vidriales;25;10;5;0;<5;8;0;7;<5;<5;13
202407;Julio de 2024;7;Castilla y León;49;Zamora;49207;Santovenia;<5;<5;<5;0;<5;0;0;<5;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49208;San Vicente de la Cabeza;7;0;5;0;0;<5;0;0;0;0;7
202407;Julio de 2024;7;Castilla y León;49;Zamora;49209;San Vitero;16;<5;<5;<5;0;11;0;0;0;<5;14
202407;Julio de 2024;7;Castilla y León;49;Zamora;49210;Sanzoles;<5;0;0;0;0;<5;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49214;Tábara;11;0;7;0;<5;<5;0;0;0;<5;10
202407;Julio de 2024;7;Castilla y León;49;Zamora;49216;Tapioles;<5;<5;<5;0;0;0;0;0;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49219;Toro;868;140;325;6;54;340;<5;138;385;13;332
202407;Julio de 2024;7;Castilla y León;49;Zamora;49220;Torre del Valle, La;10;<5;<5;0;<5;<5;0;0;0;0;10
202407;Julio de 2024;7;Castilla y León;49;Zamora;49221;Torregamones;8;0;<5;0;0;<5;0;0;0;0;8
202407;Julio de 2024;7;Castilla y León;49;Zamora;49222;Torres del Carrizal;5;<5;<5;0;0;<5;0;<5;0;<5;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49223;Trabazos;6;<5;<5;0;0;<5;0;0;0;<5;5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49224;Trefacio;10;<5;7;0;0;<5;0;0;0;0;10
202407;Julio de 2024;7;Castilla y León;49;Zamora;49225;Uña de Quintana;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49226;Vadillo de la Guareña;<5;0;<5;<5;0;0;0;<5;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49227;Valcabado;11;<5;5;<5;<5;<5;0;0;<5;0;10
202407;Julio de 2024;7;Castilla y León;49;Zamora;49228;Valdefinjas;<5;<5;0;0;0;0;0;0;<5;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49229;Valdescorriel;<5;0;0;<5;<5;0;0;0;0;<5;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49230;Vallesa de la Guareña;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49231;Vega de Tera;<5;0;0;0;0;<5;0;<5;0;0;<5
202407;Julio de 2024;7;Castilla y León;49;Zamora;49232;Vega de Villalobos;0;0;0;0;0;0;0;0;0;0;0
202407;Julio de 2024;7;Castilla y León;49;Zamora;49233;Vegalatrave;0;0;0;0;0;0;0;0;0;0;0
